Property_ID,Stream_ID,Measurement_ID,Event_Name,Is_Key_Event,Sessions_Last_24h,Google_Signals_Enabled,Data_Retention_Months,Consent_Mode_Status,Sample_URL_Query,Enhanced_Measurement_Config,Session_Campaign_Name,Referral_Exclusion_List,Cost_Data_Import_Status,Internal_Traffic_Filter
GA4_538,STREAM_49,G-29275,purchase,False,1258,True,14,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",evergreen_brand_search,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_530,STREAM_51,G-64272,session_start,True,2775,True,14,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",Spring Retargeting 2026,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_517,STREAM_38,G-58984,page_view,True,4923,True,14,GRANTED,?utm_source=google,video_engagement,evergreen_brand_search,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_514,STREAM_35,G-93258,session_start,True,2220,True,14,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",spring_retargeting_display,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_514,STREAM_11,G-55131,page_view,True,397,True,14,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",spring_retargeting_display,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_512,STREAM_10,G-62673,session_start,False,4255,True,14,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",q1_prospecting_video,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_504,STREAM_10,G-39265,lead_submit,False,3643,True,14,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",evergreen_brand_search,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_518,STREAM_48,G-69370,lead_submit,False,2746,True,14,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",spring_retargeting_display,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_532,STREAM_20,G-88610,session_start,True,4669,True,14,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",q1_prospecting_video,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_522,STREAM_24,G-86242,session_start,True,1114,True,14,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",spring_retargeting_display,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_527,STREAM_26,G-78874,page_view,False,3390,True,14,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",evergreen_brand_search,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_510,STREAM_58,G-98643,session_start,False,2287,True,14,GRANTED,?email=user95@gmail.com,"scrolls,outbound_clicks,site_search,video_engagement",q1_prospecting_video,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_548,STREAM_15,G-89897,lead_submit,True,4761,True,14,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",q1_prospecting_video,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_512,STREAM_37,G-59888,session_start,False,1393,True,14,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",evergreen_brand_search,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_522,STREAM_37,G-50761,lead_submit,True,2185,True,2,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",evergreen_brand_search,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_538,STREAM_55,G-64796,session_start,False,3917,True,14,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",evergreen_brand_search,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_536,STREAM_25,G-26386,purchase,False,1654,True,14,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",evergreen_brand_search,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_527,STREAM_27,G-19993,session_start,False,3893,True,14,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",Evergreen Brand,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_532,STREAM_35,G-27288,purchase,True,423,True,14,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",q1_prospecting_video,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_512,STREAM_49,G-84889,purchase,True,3779,True,14,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",evergreen_brand_search,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_503,STREAM_40,G-88773,lead_submit,False,113,True,14,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",evergreen_brand_search,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_543,STREAM_49,G-12008,purchase,True,2257,True,14,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",q1_prospecting_video,"paypal.com,gateway.com,atomicads.com",Enabled,Active
GA4_519,STREAM_18,G-89681,page_view,True,1071,True,14,GRANTED,?utm_source=google,"scrolls,outbound_clicks,site_search,video_engagement",evergreen_brand_search,"paypal.com,gateway.com,atomicads.com",Enabled,Active
